vehicle_id,ev_model_name,battery_pack_id,age_months,odometer_km,fast_charging_share,avg_daily_km,avg_temperature,voltage_mean,current_mean,soh_percent,rul_months,rul_cycles,rul_cycles
EV4343,Hyundai Kona EV,BAT037,52,41187,60,26.4,37.62,418.45,221.83,84.24,69.3,,
EV4344,Hyundai Kona EV,BAT026,19,23220,30,40.7,35.93,368.33,251.45,95.1,100.3,,
EV4345,Mahindra XUV400,BAT027,90,108410,61,40.2,43.91,395.98,201.07,60,0,,
EV4346,BMW i4,BAT033,88,54525,53,20.7,36.45,361.34,263.75,60,0,,
EV4347,Tata Nexon EV,BAT025,18,15626,21,28.9,43.71,372.04,238.4,91.67,90.5,,
EV4348,BMW i4,BAT018,50,98977,38,66,30.81,376.58,135.27,61.06,3,,
EV4349,BYD Atto 3,BAT042,50,86161,49,57.4,23.01,361.43,234.82,81.08,60.2,,
EV4350,MG ZS EV,BAT050,1,635,28,21.2,23.93,404.16,205.31,98.71,110.6,,
EV4351,Nissan Leaf,BAT004,50,90438,70,60.3,22.63,404.89,288.2,80.03,57.2,,
EV4352,MG ZS EV,BAT008,80,76642,40,31.9,24.71,375.61,183.52,77.54,50.1,,
EV4353,Audi e-tron,BAT014,80,57482,16,24,26.81,401.03,126.19,60,0,,
EV4354,Hyundai Kona EV,BAT039,4,7096,51,59.1,40.8,350.28,206.81,96.97,105.6,,
EV4355,MG ZS EV,BAT044,71,92824,20,43.6,36.24,413.88,183,66.79,19.4,,
EV4356,Audi e-tron,BAT037,74,54980,66,24.8,27.14,352.87,279.06,61.7,4.9,,
EV4357,MG ZS EV,BAT017,83,145598,26,58.5,36.27,418.36,134.76,66.03,17.2,,
EV4358,Tata Nexon EV,BAT021,27,37126,12,45.8,37.12,405.27,253.8,88.27,80.8,,
EV4359,BMW i4,BAT018,89,68547,15,25.7,21.47,361.98,253.92,73.63,38.9,,
EV4360,Mahindra XUV400,BAT026,45,41839,55,31,23.15,380.25,110.5,79.89,56.8,,
EV4361,Kia EV6,BAT008,4,5059,27,42.2,27.54,359.53,255.62,96.74,105,,
EV4362,MG ZS EV,BAT045,52,38993,56,25,32.92,355.7,100.1,84.39,69.7,,
EV4363,Hyundai Kona EV,BAT006,54,68272,47,42.1,32.73,406.26,232.07,77.02,48.6,,
EV4364,MG ZS EV,BAT013,51,47869,47,31.3,39.89,365.76,263.08,60,0,,
EV4365,Hyundai Kona EV,BAT033,3,3116,19,34.6,30.95,406.82,162.08,97.24,106.4,,
EV4366,Nissan Leaf,BAT021,81,89014,64,36.6,36.72,402.77,264.64,60,0,,
EV4367,Mahindra XUV400,BAT021,73,36767,63,16.8,42,394.18,134.7,60,0,,
EV4368,Hyundai Kona EV,BAT039,92,147276,39,53.4,40.26,382.76,227.88,60,0,,
EV4369,BMW i4,BAT047,89,49471,63,18.5,34.5,353,208.04,60,0,,
EV4370,Nissan Leaf,BAT005,71,94740,19,44.5,37.48,394.83,229.02,66.46,18.5,,
EV4371,Audi e-tron,BAT029,73,123970,29,56.6,22.29,369.45,289.77,84.47,69.9,,
EV4372,BYD Atto 3,BAT009,42,34923,11,27.7,44.74,378.83,152.66,90.07,85.9,,
EV4373,BYD Atto 3,BAT032,4,3918,53,32.6,23.52,389.84,240.56,97.27,106.5,,
EV4374,Tesla Model 3,BAT018,24,28688,28,39.8,36.15,395.37,165.49,92.52,92.9,,
EV4375,Tata Nexon EV,BAT024,77,60133,9,26,38.68,383.62,197.3,60,0,,
EV4376,Kia EV6,BAT041,90,58065,27,21.5,36.75,407.48,210.43,60,0,,
EV4377,Hyundai Kona EV,BAT049,21,12960,7,20.6,31.19,392.37,181.06,86.88,76.8,,
EV4378,Kia EV6,BAT028,23,14857,28,21.5,37.84,416.72,284.05,86.03,74.4,,
EV4379,Kia EV6,BAT024,95,170699,50,59.9,20.01,355.39,210.49,69.92,28.3,,
EV4380,Audi e-tron,BAT034,53,38552,11,24.2,42.45,411.87,266.9,62.36,6.7,,
EV4381,Tata Nexon EV,BAT009,23,32123,60,46.6,20.82,351.17,137.51,80.56,58.7,,
EV4382,BMW i4,BAT007,59,46897,33,26.5,23.94,385.43,130.47,60,0,,
EV4383,BYD Atto 3,BAT003,33,25293,47,25.5,31.89,395.35,232.64,76.24,46.4,,
EV4384,Kia EV6,BAT013,50,29291,28,19.5,43.69,419.94,162.81,77.9,51.1,,
EV4385,Hyundai Kona EV,BAT007,80,137170,17,57.2,42.34,368.66,243.55,60,0,,
EV4386,Nissan Leaf,BAT010,36,21295,66,19.7,33.92,378.02,124.77,79.67,56.2,,
EV4387,Tata Nexon EV,BAT015,80,137034,62,57.1,40.54,413.84,135.69,60,0,,
EV4388,Hyundai Kona EV,BAT019,85,163018,66,63.9,34.12,411,188.58,60,0,,
EV4389,Tesla Model 3,BAT045,54,71116,52,43.9,23.87,409.84,288.6,67.05,20.1,,
EV4390,Mahindra XUV400,BAT016,39,23609,17,20.2,39.78,354.19,202.59,69.33,26.7,,
EV4391,Kia EV6,BAT042,17,31180,13,61.1,22.46,354.23,221.06,88.81,82.3,,
EV4392,Kia EV6,BAT045,82,144518,24,58.7,22.74,386.85,142.28,65.6,16,,
EV4393,Mahindra XUV400,BAT020,21,36574,63,58.1,40.68,405.1,177.39,89.08,83.1,,
EV4394,Audi e-tron,BAT040,7,12358,6,58.8,42.1,411.64,275.72,95.44,101.3,,
EV4395,Hyundai Kona EV,BAT045,43,46883,40,36.3,21.99,355.7,102.22,84.89,71.1,,
EV4396,BMW i4,BAT003,50,74316,68,49.5,38.5,372.14,275.09,72.06,34.5,,
EV4397,MG ZS EV,BAT009,64,40595,49,21.1,28.98,393.01,208.25,60,0,,
EV4398,Hyundai Kona EV,BAT037,83,163662,36,65.7,21.19,395.82,282.2,60,0,,
EV4399,Tesla Model 3,BAT037,78,135665,49,58,26.87,371.05,171.89,60,0,,
EV4400,MG ZS EV,BAT004,28,48232,66,57.4,24.63,388.01,296.92,82.9,65.4,,
EV4401,Mahindra XUV400,BAT001,70,35782,65,17,40.6,387.78,201.71,80.42,58.3,,
EV4402,Nissan Leaf,BAT015,52,67918,32,43.5,23.99,416.47,292.59,66.51,18.6,,
EV4403,Hyundai Kona EV,BAT043,44,79834,42,60.5,24.45,370.43,134.92,86.96,77,,
EV4404,Audi e-tron,BAT027,19,26485,10,46.5,37.91,375.25,184.9,89.58,84.5,,
EV4405,Audi e-tron,BAT006,41,50415,54,41,39.44,362.19,112.24,87.13,77.5,,
EV4406,Audi e-tron,BAT024,70,115676,11,55.1,43.67,358.11,106.31,62.76,7.9,,
EV4407,BYD Atto 3,BAT013,76,77362,40,33.9,28.95,352.42,210.01,60,0,,
EV4408,Tata Nexon EV,BAT021,4,5852,31,48.8,25.32,356.55,235.9,96,102.9,,
EV4409,Nissan Leaf,BAT010,65,97690,18,50.1,24.59,375.52,182.14,77.29,49.4,,
EV4410,MG ZS EV,BAT045,25,31539,29,42.1,44.7,415.57,159.22,79.33,55.2,,
EV4411,Tata Nexon EV,BAT010,6,9810,18,54.5,29.33,388.5,125.54,98.02,108.6,,
EV4412,Kia EV6,BAT039,24,31082,22,43.2,41.03,378.54,177.33,82.28,63.7,,
EV4413,Tesla Model 3,BAT001,3,5988,6,66.5,33.91,414.68,282.05,98.63,110.4,,
EV4414,Tesla Model 3,BAT037,91,125218,16,45.9,40.94,417.27,283.01,60,0,,
EV4415,BYD Atto 3,BAT017,13,9963,43,25.5,23.56,384.54,256.95,95.65,101.9,,
EV4416,MG ZS EV,BAT016,73,41856,6,19.1,26.12,416.36,193.69,60,0,,
EV4417,Tata Nexon EV,BAT033,71,89816,54,42.2,22.98,382.61,258.6,60,0,,
EV4418,Audi e-tron,BAT015,24,26471,63,36.8,22.08,394.14,156.02,79.17,54.8,,
EV4419,Audi e-tron,BAT046,84,43045,8,17.1,31.05,412.3,143.56,60,0,,
EV4420,BMW i4,BAT034,94,123262,26,43.7,40.59,393.02,250.34,72.55,35.9,,
EV4421,BMW i4,BAT001,64,65534,59,34.1,24.86,370.74,267.23,60,0,,
EV4422,Tata Nexon EV,BAT012,90,134558,52,49.8,28.1,387.54,185.64,75.65,44.7,,
EV4423,Kia EV6,BAT033,47,84246,70,59.7,40.52,361.23,146.02,83.75,67.9,,
EV4424,Tata Nexon EV,BAT045,25,25428,27,33.9,36.59,368.94,269.87,83.1,66,,
EV4425,Tata Nexon EV,BAT040,57,79537,45,46.5,21.11,394.13,109.58,60,0,,
EV4426,BMW i4,BAT044,80,143173,61,59.7,33.77,355.45,205.91,60,0,,
EV4427,BYD Atto 3,BAT002,34,35197,17,34.5,43.4,414.39,115.45,91.08,88.8,,
EV4428,Kia EV6,BAT004,42,60596,45,48.1,27.36,376.7,276.08,65.6,16,,
EV4429,Hyundai Kona EV,BAT036,56,57206,53,34.1,22.32,367.16,184.47,87.09,77.4,,
EV4430,Tesla Model 3,BAT036,78,99105,69,42.4,37.93,386.63,205.64,60,0,,
EV4431,Hyundai Kona EV,BAT035,46,53593,21,38.8,25.96,363.29,181.3,76.29,46.5,,
EV4432,Nissan Leaf,BAT044,75,122085,31,54.3,29.34,369.82,184.25,60,0,,
EV4433,MG ZS EV,BAT043,81,138797,43,57.1,26.4,369.83,126.84,60,0,,
EV4434,Hyundai Kona EV,BAT016,58,105862,34,60.8,35.58,404.71,212.49,60,0,,
EV4435,MG ZS EV,BAT049,24,38979,67,54.1,21.86,370.58,194.16,84.43,69.8,,
EV4436,Hyundai Kona EV,BAT009,82,90567,63,36.8,28.79,361.26,104.87,60,0,,
EV4437,Mahindra XUV400,BAT024,90,51945,14,19.2,42.82,358.13,185.64,60,0,,
EV4438,BMW i4,BAT027,86,92434,27,35.8,40.8,410.21,144.26,60,0,,
EV4439,Tata Nexon EV,BAT002,13,19616,29,50.3,32.38,357.8,285.84,92.85,93.9,,
EV4440,Tata Nexon EV,BAT002,79,127342,30,53.7,31.27,360.85,123.5,63.18,9.1,,
EV4441,BMW i4,BAT004,35,34410,46,32.8,24.49,393.04,229.05,70.8,30.9,,
EV4442,BYD Atto 3,BAT020,95,85344,12,29.9,43.46,410.83,217.89,66.65,19,,
EV4443,Tesla Model 3,BAT039,78,62068,62,26.5,36.64,350.38,252.86,82.01,62.9,,
EV4444,Audi e-tron,BAT043,86,118066,6,45.8,30.73,373.2,152.1,60,0,,
EV4445,Nissan Leaf,BAT033,63,83317,54,44.1,26.04,415.3,239.96,60,0,,
EV4446,Hyundai Kona EV,BAT011,57,69773,24,40.8,42.9,403.66,130.03,69.27,26.5,,
EV4447,Tesla Model 3,BAT043,56,86663,60,51.6,24.73,353.78,242.38,75.31,43.7,,
EV4448,Audi e-tron,BAT011,71,70744,5,33.2,41.78,409.87,193.18,60,0,,
EV4449,Kia EV6,BAT009,37,35934,61,32.4,41.29,419.02,203.12,73.13,37.5,,
EV4450,BMW i4,BAT039,70,77057,25,36.7,28.97,358.61,201.83,62.72,7.8,,
EV4451,Mahindra XUV400,BAT027,55,84809,24,51.4,24.76,360.54,207.85,84.02,68.6,,
EV4452,Tata Nexon EV,BAT036,67,34424,55,17.1,43.81,408.33,198.04,61.72,4.9,,
EV4453,BMW i4,BAT005,30,20043,22,22.3,31.68,376.61,145.23,80.97,59.9,,
EV4454,Tata Nexon EV,BAT017,30,29705,21,33,38.77,409.83,130.88,80.49,58.5,,
EV4455,MG ZS EV,BAT017,77,142967,10,61.9,44.72,400.95,120.6,60,0,,
EV4456,MG ZS EV,BAT014,94,124013,51,44,23.14,391.04,245.57,66.44,18.4,,
EV4457,Mahindra XUV400,BAT035,75,90889,27,40.4,30.21,382.03,175.33,60.3,0.9,,
EV4458,Tata Nexon EV,BAT032,17,17966,40,35.2,26.88,419.47,289.45,86.28,75.1,,
EV4459,Hyundai Kona EV,BAT025,8,15138,70,63.1,24.31,419.09,260.19,92.12,91.8,,
EV4460,Hyundai Kona EV,BAT039,63,103423,46,54.7,42.68,414.59,127.92,76.96,48.5,,
EV4461,Kia EV6,BAT024,68,86972,5,42.6,34.56,414.04,121.95,65.23,14.9,,
EV4462,BYD Atto 3,BAT033,44,31952,20,24.2,43.77,378.92,100.6,84.44,69.8,,
EV4463,BMW i4,BAT022,21,19063,28,30.3,30.9,396.58,112.4,88.4,81.1,,
EV4464,Nissan Leaf,BAT048,24,37632,53,52.3,33.83,373.53,125.28,87.01,77.2,,
EV4465,Nissan Leaf,BAT015,53,53808,36,33.8,37.17,415.94,124.13,60,0,,
EV4466,Kia EV6,BAT042,52,54663,15,35,41.89,357.37,225.34,89.03,82.9,,
EV4467,Tata Nexon EV,BAT001,71,63520,47,29.8,37.08,416.45,114.44,60,0,,
EV4468,MG ZS EV,BAT024,60,84067,47,46.7,31.53,393.61,156.58,65.42,15.5,,
EV4469,Nissan Leaf,BAT001,62,83608,70,45,27.78,419.28,220.75,61.29,3.7,,
EV4470,Audi e-tron,BAT013,21,33146,46,52.6,41.8,378.27,232.79,85.92,74.1,,
EV4471,Nissan Leaf,BAT001,30,18415,44,20.5,22.16,412.36,178.12,86.98,77.1,,
EV4472,Tata Nexon EV,BAT035,78,63454,16,27.1,30.34,365.66,277.61,60,0,,
EV4473,Tesla Model 3,BAT047,81,108917,28,44.8,30.05,378.91,108.73,60,0,,
EV4474,Tesla Model 3,BAT042,15,19576,53,43.5,43.56,369.68,214.74,86.59,76,,
EV4475,Audi e-tron,BAT026,36,37501,6,34.7,33.42,397,193.94,74.31,40.9,,
EV4476,Tata Nexon EV,BAT034,15,29601,38,65.8,41.32,409.16,195.1,90.13,86.1,,
EV4477,MG ZS EV,BAT025,1,594,20,19.8,40.89,356.24,151.66,98.66,110.5,,
EV4478,Mahindra XUV400,BAT043,17,25763,47,50.5,27.94,361.34,169.72,91.53,90.1,,
EV4479,Mahindra XUV400,BAT032,66,98400,60,49.7,39.49,366.6,188.63,60,0,,
EV4480,Kia EV6,BAT010,51,54450,37,35.6,31.39,361.64,131.54,66.76,19.3,,
EV4481,Kia EV6,BAT016,32,16245,42,16.9,30.7,370.59,233.3,91,88.6,,
EV4482,Kia EV6,BAT046,4,5579,57,46.5,33.9,399.49,297.95,95.56,101.6,,
EV4483,MG ZS EV,BAT020,49,31893,10,21.7,37.99,405.36,298.74,63.61,10.3,,
EV4484,BYD Atto 3,BAT010,2,3669,66,61.1,40.02,378.64,219.69,96.52,104.3,,
EV4485,Tesla Model 3,BAT047,81,156006,48,64.2,28.74,380,134.9,60,0,,
EV4486,Tesla Model 3,BAT013,46,72580,34,52.6,21.49,388.94,265.57,82.16,63.3,,
EV4487,BYD Atto 3,BAT023,19,17060,68,29.9,32.07,399.06,215.29,82.92,65.5,,
EV4488,Audi e-tron,BAT018,74,69978,7,31.5,26.45,370.75,254.87,68.39,24,,
EV4489,Hyundai Kona EV,BAT042,72,112417,70,52,37.33,409.83,279.01,60,0,,
EV4490,Hyundai Kona EV,BAT047,90,135880,24,50.3,29.32,397.96,217.52,60,0,,
EV4491,Tesla Model 3,BAT036,50,79876,29,53.3,31.87,394.22,136.81,61,2.9,,
EV4492,Tata Nexon EV,BAT002,41,74440,17,60.5,20.09,384.72,108.3,77.82,50.9,,
EV4493,Kia EV6,BAT036,94,60608,21,21.5,27.88,355.19,160.63,60,0,,
EV4494,Mahindra XUV400,BAT003,56,56161,54,33.4,37.76,399.29,286.77,78.85,53.9,,
EV4495,MG ZS EV,BAT050,28,52145,65,62.1,31.38,396.46,198.62,89.65,84.7,,
EV4496,Kia EV6,BAT026,42,59237,7,47,38.16,413.51,224.95,73.67,39.1,,
EV4497,Tesla Model 3,BAT002,6,10193,32,56.6,33.88,411.7,132.2,97.22,106.3,,
EV4498,Nissan Leaf,BAT047,79,87129,39,36.8,30.62,357.56,280.12,60,0,,
EV4499,Kia EV6,BAT028,80,148929,23,62.1,24.71,389.57,189.76,61.79,5.1,,
EV4500,Nissan Leaf,BAT049,38,48604,67,42.6,25.89,385.15,157.81,89.49,84.3,,
EV4501,MG ZS EV,BAT042,10,16870,33,56.2,37.78,368.34,223.3,92.55,93,,
EV4502,Tesla Model 3,BAT012,39,36574,27,31.3,32.91,405.8,285.26,75.13,43.2,,
EV4503,Nissan Leaf,BAT002,46,84855,19,61.5,27.08,398.99,200.89,80.89,59.7,,
EV4504,Mahindra XUV400,BAT001,47,43027,51,30.5,37.56,395.71,166.75,75.27,43.6,,
EV4505,Audi e-tron,BAT011,10,7526,25,25.1,25.45,410.96,153.21,93.77,96.5,,
EV4506,Hyundai Kona EV,BAT043,71,91227,7,42.8,36.69,378.06,139.33,60,0,,
EV4507,Mahindra XUV400,BAT022,6,3018,25,16.8,36.79,376.72,294.24,96.04,103,,
EV4508,Tesla Model 3,BAT032,67,74497,40,37.1,35.07,418.49,294.63,84.98,71.4,,
EV4509,BYD Atto 3,BAT005,45,77986,69,57.8,36.42,383.74,195.85,70.88,31.1,,
EV4510,Tesla Model 3,BAT026,17,28577,38,56,25.34,414.49,104.33,92.52,92.9,,
EV4511,Mahindra XUV400,BAT007,54,38928,33,24,33.61,368.53,106.84,71.63,33.2,,
EV4512,Tata Nexon EV,BAT036,6,5410,70,30.1,27.03,355.27,154.79,95,100,,
EV4513,Mahindra XUV400,BAT049,14,24693,10,58.8,35.46,363.33,246.63,96.6,104.6,,
EV4514,MG ZS EV,BAT040,62,32109,51,17.3,42.97,416.72,122.38,77.71,50.6,,
EV4515,Tesla Model 3,BAT042,10,7255,57,24.2,25.97,413.53,211.07,91.14,89,,
EV4516,MG ZS EV,BAT012,77,74206,58,32.1,28.21,374.07,204.09,65.75,16.4,,
EV4517,Audi e-tron,BAT021,76,57098,56,25,29.79,405.03,276.51,60,0,,
EV4518,Nissan Leaf,BAT022,29,53697,13,61.7,32.09,397.63,101.01,82.41,64,,
EV4519,Mahindra XUV400,BAT019,72,90288,56,41.8,26.68,354.64,148.71,60,0,,
EV4520,Hyundai Kona EV,BAT047,52,58739,58,37.7,22.98,363.29,215.18,81.34,61,,
EV4521,BYD Atto 3,BAT027,40,51407,45,42.8,28.09,417.69,263.5,68.99,25.7,,
EV4522,Audi e-tron,BAT034,29,57802,43,66.4,31.79,367.94,158.54,80.13,57.5,,
EV4523,Nissan Leaf,BAT001,32,36124,39,37.6,39.34,407.98,169.79,85.48,72.8,,
EV4524,BYD Atto 3,BAT027,72,125434,22,58.1,40.65,363.41,228.27,60,0,,
EV4525,BMW i4,BAT007,65,49791,39,25.5,31.33,406.26,247.96,73.91,39.7,,
EV4526,Audi e-tron,BAT022,60,90838,7,50.5,27.24,417.75,148.44,61.62,4.6,,
EV4527,Tesla Model 3,BAT032,89,148933,8,55.8,28.14,379.24,130.88,79.08,54.5,,
EV4528,Kia EV6,BAT029,3,4101,53,45.6,26.48,365.07,281.68,97.15,106.1,,
EV4529,Kia EV6,BAT016,14,15685,42,37.3,42.11,400.78,145.76,90.66,87.6,,
EV4530,Tesla Model 3,BAT004,44,75248,28,57,20.22,371.32,128.76,77.98,51.4,,
EV4531,Hyundai Kona EV,BAT016,48,83973,59,58.3,24,359.89,177.98,78.52,52.9,,
EV4532,Kia EV6,BAT038,12,16868,16,46.9,26.64,395.34,294.26,90.95,88.4,,
EV4533,Tata Nexon EV,BAT001,49,38244,28,26,20.45,390.63,106.26,82.76,65,,
EV4534,MG ZS EV,BAT021,54,29696,46,18.3,26.64,358.02,150,64.33,12.4,,
EV4535,Nissan Leaf,BAT044,25,32483,59,43.3,29.54,384.97,284.94,88.92,82.6,,
EV4536,BYD Atto 3,BAT031,31,53232,36,57.2,43.75,419.06,152.81,74.44,41.3,,
EV4537,Hyundai Kona EV,BAT014,87,141560,27,54.2,44.08,351.71,234.21,60,0,,
EV4538,Kia EV6,BAT037,29,50706,14,58.3,27.88,360.72,251.76,76.45,47,,
EV4539,BMW i4,BAT034,6,3521,37,19.6,29.29,382.09,278.92,96.26,103.6,,
EV4540,BMW i4,BAT022,71,119047,54,55.9,28.25,353.29,173.32,62.6,7.4,,
EV4541,Kia EV6,BAT047,4,2971,6,24.8,26.56,393.32,129.56,98.81,110.9,,
EV4542,Nissan Leaf,BAT019,60,47998,62,26.7,26.89,386.04,101.47,84.11,68.9,,
EV4543,Mahindra XUV400,BAT024,2,3147,47,52.5,35.34,353.09,203.21,97.66,107.6,,
EV4544,Kia EV6,BAT016,73,95978,27,43.8,29.34,378.86,143.01,83.45,67,,
EV4545,Tata Nexon EV,BAT045,73,95574,51,43.6,29.9,412.88,146.89,60.48,1.4,,
EV4546,Mahindra XUV400,BAT012,38,54595,9,47.9,29.78,359.24,205.31,85.51,72.9,,
EV4547,Hyundai Kona EV,BAT044,65,122516,56,62.8,29.33,370.22,169.38,71.85,33.9,,
EV4548,Nissan Leaf,BAT006,19,33040,64,58,38.32,386.72,248.73,89.02,82.9,,
EV4549,MG ZS EV,BAT011,10,15007,27,50,25.89,416,127.02,94.54,98.7,,
EV4550,BMW i4,BAT013,12,10971,21,30.5,36.48,418.48,260.11,96.13,103.2,,
EV4551,BYD Atto 3,BAT004,65,103818,12,53.2,32.44,354.51,278.21,86.26,75,,
EV4552,Tata Nexon EV,BAT037,51,31351,45,20.5,24.5,359.33,291.75,70.83,30.9,,
EV4553,BYD Atto 3,BAT036,17,17562,22,34.4,28.04,373.03,143.18,94.9,99.7,,
EV4554,Hyundai Kona EV,BAT011,28,47128,61,56.1,25.22,370.19,239.52,81.84,62.4,,
EV4555,Nissan Leaf,BAT044,65,46722,70,24,22.03,370.91,155.59,82.23,63.5,,
EV4556,Tesla Model 3,BAT022,33,48966,64,49.5,20.55,418.46,229.19,89.85,85.3,,
EV4557,BYD Atto 3,BAT015,6,6165,30,34.2,36.26,419.34,245.12,97.2,106.3,,
EV4558,Mahindra XUV400,BAT012,68,34759,50,17,25.61,389.15,251.36,60,0,,
EV4559,BYD Atto 3,BAT001,14,22833,23,54.4,37.51,373.97,226.32,92.44,92.7,,
EV4560,BYD Atto 3,BAT010,20,35952,5,59.9,22.58,398.78,202.78,89.29,83.7,,
EV4561,BMW i4,BAT044,69,70280,11,34,29.37,352.77,158.79,77.16,49,,
EV4562,Tata Nexon EV,BAT039,11,20812,23,63.1,35.45,400.94,170.18,93.45,95.6,,
EV4563,Hyundai Kona EV,BAT037,76,95717,38,42,41.75,396.48,116.38,71.45,32.7,,
EV4564,Tata Nexon EV,BAT004,8,9755,63,40.6,24.14,383.13,202.45,93.61,96,,
EV4565,Hyundai Kona EV,BAT005,69,130540,23,63.1,38.28,383.25,154.47,71.97,34.2,,
EV4566,Kia EV6,BAT019,32,17293,56,18,20.99,367.6,181.51,80.9,59.7,,
EV4567,Hyundai Kona EV,BAT022,61,41833,64,22.9,44.99,410.42,176.7,60,0,,
EV4568,BMW i4,BAT019,26,19014,10,24.4,30.67,361.77,106.97,93.6,96,,
EV4569,Tata Nexon EV,BAT024,62,40385,52,21.7,27.98,419.99,139.41,62.31,6.6,,
EV4570,Tata Nexon EV,BAT017,87,90013,58,34.5,34.04,410.1,153.13,67.03,20.1,,
EV4571,Tata Nexon EV,BAT024,86,157690,67,61.1,26.61,373.04,156.48,60,0,,
EV4572,BYD Atto 3,BAT007,87,170321,55,65.3,27.68,398.87,284.44,60,0,,
EV4573,Tesla Model 3,BAT025,5,9117,51,60.8,37.37,410.67,194.27,95.77,102.2,,
EV4574,BYD Atto 3,BAT045,96,175136,17,60.8,43.67,390.58,105.23,75.17,43.3,,
EV4575,Tata Nexon EV,BAT037,32,27046,70,28.2,26.67,384.46,251.48,77.56,50.2,,
EV4576,MG ZS EV,BAT046,38,32277,49,28.3,32.42,387.53,289.33,88.21,80.6,,
EV4577,MG ZS EV,BAT011,28,16828,24,20,34.86,414.58,203.76,88.14,80.4,,
EV4578,Nissan Leaf,BAT036,27,21525,10,26.6,26.62,387,150.47,88.69,82,,
EV4579,Nissan Leaf,BAT033,38,23485,40,20.6,24.74,406.52,142.63,76.23,46.4,,
EV4580,BMW i4,BAT024,27,26182,26,32.3,24.77,361.08,217.02,81.38,61.1,,
EV4581,Mahindra XUV400,BAT038,49,46480,34,31.6,31.88,365.89,177.33,75.49,44.3,,
EV4582,Kia EV6,BAT002,85,96268,40,37.8,33.86,418.25,293.2,60,0,,
EV4583,Hyundai Kona EV,BAT024,38,67224,46,59,32.33,366.65,151.91,79.41,55.5,,
EV4584,Mahindra XUV400,BAT010,83,108202,42,43.5,31.69,390.94,118.3,60,0,,
EV4585,Audi e-tron,BAT014,51,80760,48,52.8,25.84,416.83,104.59,60,0,,
EV4586,Nissan Leaf,BAT028,19,37677,14,66.1,32.99,409.04,181.18,85.9,74,,
EV4587,BYD Atto 3,BAT037,67,44181,9,22,42.22,384.23,122.42,60,0,,
EV4588,Audi e-tron,BAT027,80,120220,8,50.1,40.65,411.93,263.3,67.11,20.3,,
EV4589,Audi e-tron,BAT014,6,4713,26,26.2,21.01,402.15,248.58,96.51,104.3,,
EV4590,Hyundai Kona EV,BAT030,2,3283,27,54.7,42.53,400.05,280.39,97.91,108.3,,
EV4591,Tata Nexon EV,BAT008,7,4093,38,19.5,43.62,357.27,245.23,94.38,98.2,,
EV4592,Tesla Model 3,BAT035,29,15091,7,17.3,39.42,416.03,265.51,83.38,66.8,,
EV4593,Audi e-tron,BAT011,37,19947,25,18,25.59,381.64,221.7,69.82,28.1,,
EV4594,Tesla Model 3,BAT035,1,1428,11,47.6,33.58,363.26,293.45,99.41,112.6,,
EV4595,Tata Nexon EV,BAT020,2,2547,53,42.5,29.52,419.72,143.58,97.92,108.3,,
EV4596,BMW i4,BAT036,33,23389,8,23.6,32.58,362.89,179.13,79.09,54.5,,
EV4597,Tesla Model 3,BAT021,65,62993,9,32.3,29.95,383.63,183.37,60,0,,
EV4598,MG ZS EV,BAT024,6,9174,7,51,35.84,385.03,173.49,97.48,107.1,,
EV4599,BMW i4,BAT045,11,19472,15,59,32.98,379.51,279.52,93.91,96.9,,
EV4600,Nissan Leaf,BAT045,65,104806,32,53.7,44.02,412.92,232.28,60,0,,
EV4601,Kia EV6,BAT035,8,6320,29,26.3,44.4,398.13,192.83,96.09,103.1,,
EV4602,MG ZS EV,BAT013,26,41071,54,52.7,34.53,371.18,256.74,81.85,62.4,,
EV4603,Audi e-tron,BAT035,43,75699,68,58.7,26.48,380.34,101.85,75.57,44.5,,
EV4604,BMW i4,BAT033,57,83714,34,49,31.9,374.91,194.68,69.65,27.6,,
EV4605,Kia EV6,BAT009,46,62127,18,45,39.77,379.62,109.09,83.44,67,,
EV4606,Tesla Model 3,BAT043,13,17299,38,44.4,31.37,353.55,136.34,89.08,83.1,,
EV4607,MG ZS EV,BAT036,65,117343,21,60.2,24.25,412.87,258.49,69.42,26.9,,
EV4608,Tesla Model 3,BAT006,69,44214,61,21.4,35.58,385.95,236.97,60,0,,
EV4609,BMW i4,BAT001,87,139128,21,53.3,23.65,391.97,193.07,60,0,,
EV4610,Tata Nexon EV,BAT022,93,104343,24,37.4,28.64,361.2,266.65,76.48,47.1,,
EV4611,Tata Nexon EV,BAT032,95,170380,42,59.8,22.95,396.61,142.32,60,0,,
EV4612,Tata Nexon EV,BAT042,20,37497,13,62.5,31.22,391.55,263.28,91.28,89.4,,
EV4613,MG ZS EV,BAT032,88,145893,66,55.3,34.28,400.18,255.44,69.77,27.9,,
EV4614,BYD Atto 3,BAT041,32,52191,42,54.4,20.71,389.14,114.47,74.22,40.6,,
EV4615,Tesla Model 3,BAT035,53,63703,20,40.1,23.86,376.54,267.82,76.45,47,,
EV4616,Hyundai Kona EV,BAT040,72,52595,43,24.3,21.03,373.57,293.9,60,0,,
EV4617,Tesla Model 3,BAT005,46,55424,6,40.2,36.21,377.5,212.5,87.54,78.7,,
EV4618,Tata Nexon EV,BAT010,74,95294,31,42.9,22.65,395.73,173.14,60,0,,
